DATETIME,MACD_MAIN,MACD_SIGNAL,AWESOME,STO_MAIN,STO_SIGNAL,PRICE
2022.09.27 11:21,-35.89,-75.30,-12.01,38.07,54.75,109920.00
2022.09.27 11:22,-33.90,-64.96,10.62,32.35,42.62,109910.00
2022.09.27 11:23,-5.17,-51.36,49.65,66.85,51.54,110095.00
2022.09.27 11:24,-9.72,-42.43,39.96,60.11,55.15,109985.00
2022.09.27 11:25,1.49,-31.90,61.18,60.11,59.87,110040.00
2022.09.27 11:26,-3.17,-24.55,70.32,47.98,55.34,109965.00
2022.09.27 11:27,-6.95,-19.91,58.68,26.75,41.05,109935.00
2022.09.27 11:28,-16.93,-21.02,45.03,24.32,40.24,109810.00
2022.09.27 11:29,-34.75,-18.42,-19.25,12.23,16.64,109790.00
2022.09.27 11:30,-53.70,-21.06,-77.76,5.51,9.21,109690.00
2022.09.27 11:31,-52.10,-24.01,-107.29,26.89,17.59,109760.00
2022.09.27 11:32,-39.70,-25.90,-83.99,64.11,38.99,109870.00
2022.09.27 11:33,-25.50,-27.43,-39.65,88.15,63.66,109950.00
2022.09.27 11:34,-14.83,-28.40,4.54,92.58,82.55,109975.00
2022.09.27 11:35,-15.23,-28.45,-1.43,92.14,82.41,109965.00
2022.09.27 11:36,2.70,-26.16,89.57,90.06,91.42,110010.00
2022.09.27 11:37,16.46,-20.81,111.26,92.25,92.16,110065.00
2022.09.27 11:38,6.97,-16.39,91.59,55.20,74.48,109945.00
2022.09.27 11:39,0.98,-17.06,91.59,46.21,71.48,109865.00
2022.09.27 11:40,-9.61,-8.50,44.38,17.09,28.51,109855.00
2022.09.27 11:44,-10.81,-8.63,40.97,17.28,28.57,110120.00
2022.09.27 11:45,43.95,9.02,93.78,91.49,81.93,110235.00
2022.09.27 11:46,60.46,14.95,156.94,94.59,91.62,110265.00
2022.09.27 11:47,100.24,34.40,274.03,97.97,96.28,110400.00
2022.09.27 11:48,109.01,35.37,280.85,98.50,96.46,110510.00
2022.09.27 11:49,144.02,67.38,389.47,98.08,98.37,110525.00
2022.09.27 11:50,145.43,82.98,418.38,85.40,92.47,110465.00
2022.09.27 11:51,143.36,97.46,418.24,64.94,80.25,110430.00
2022.09.27 11:52,145.75,97.72,413.54,69.27,81.70,110460.00
2022.09.27 11:53,133.78,120.46,360.99,38.24,52.62,110375.00
2022.09.27 11:54,107.06,124.40,287.57,10.78,29.14,110230.00
2022.09.27 11:55,103.47,124.00,283.74,11.73,29.46,110185.00
2022.09.27 11:56,74.74,120.71,180.41,8.63,8.83,110195.00
2022.09.27 11:57,57.87,112.29,125.04,8.99,7.33,110160.00
2022.09.27 11:58,54.49,103.31,106.68,25.49,15.72,110210.00
2022.09.27 11:59,50.91,93.34,106.22,55.45,33.01,110230.00
2022.09.27 12:00,44.87,82.09,102.29,70.11,51.14,110220.00
2022.09.27 12:01,38.52,70.71,100.49,60.67,60.76,110210.00
2022.09.27 12:02,16.06,57.76,59.29,19.09,41.84,110085.00
2022.09.27 12:03,13.56,48.21,38.31,22.50,30.03,110140.00
2022.09.27 12:04,15.15,48.39,31.49,30.47,32.68,110160.00
2022.09.27 12:05,8.59,33.02,-20.40,58.33,45.04,110165.00
2022.09.27 12:06,-1.91,25.36,-35.97,47.01,47.52,110110.00
2022.09.27 12:07,13.03,21.77,-7.21,78.57,64.05,110245.00
2022.09.27 12:08,17.25,18.17,12.32,86.96,75.75,110255.00
2022.09.27 12:09,9.53,13.66,1.63,60.45,70.82,110185.00
2022.09.27 12:10,9.96,11.64,4.28,48.76,62.01,110205.00
2022.09.27 12:11,7.57,11.38,0.44,43.80,60.36,110175.00
2022.09.27 12:12,-0.18,7.81,-29.81,21.43,32.95,110140.00
2022.09.27 12:13,-10.64,4.85,-66.40,17.76,24.73,110090.00
2022.09.27 12:14,-17.02,4.15,-67.68,10.34,22.26,110015.00
2022.09.27 12:15,-40.44,-5.20,-147.13,4.14,7.54,109965.00
2022.09.27 12:16,-45.68,-11.63,-178.12,9.66,8.23,109975.00
2022.09.27 12:17,-52.95,-18.94,-201.78,11.43,9.04,109960.00
2022.09.27 12:18,-59.31,-26.77,-222.57,10.57,10.18,109940.00
2022.09.27 12:19,-58.03,-33.79,-225.79,36.36,22.92,109975.00
2022.09.27 12:20,-55.12,-40.06,-217.37,66.67,42.79,109995.00
2022.09.27 12:21,-54.87,-45.69,-201.56,70.71,57.94,109985.00
2022.09.27 12:22,-64.65,-51.69,-199.26,36.36,51.18,109910.00
2022.09.27 12:23,-86.67,-59.21,-220.25,4.90,27.80,109770.00
2022.09.27 12:24,-93.45,-60.01,-229.63,7.23,28.58,109685.00
2022.09.27 12:25,-131.23,-77.88,-336.46,8.24,7.13,109570.00
2022.09.27 12:26,-155.58,-90.04,-412.29,5.45,5.83,109470.00
2022.09.27 12:27,-171.59,-103.09,-473.47,8.03,6.98,109440.00
2022.09.27 12:28,-172.52,-115.59,-493.10,20.32,12.83,109495.00
2022.09.27 12:29,-180.09,-116.43,-500.78,13.10,10.42,109400.00
2022.09.27 12:30,-201.65,-147.35,-546.71,10.80,12.91,109330.00
2022.09.27 12:31,-189.24,-158.85,-513.84,45.81,28.36,109445.00
2022.09.27 12:32,-182.46,-158.09,-505.31,54.32,31.20,109530.00
2022.09.27 12:33,-167.49,-172.93,-445.31,84.62,73.38,109505.00
2022.09.27 12:34,-161.62,-175.60,-394.54,76.00,79.75,109490.00
2022.09.27 12:35,-161.01,-176.33,-368.43,55.47,68.95,109440.00
2022.09.27 12:36,-165.79,-176.86,-373.54,49.26,66.88,109380.00
2022.09.27 12:37,-159.39,-174.08,-374.19,17.24,31.92,109390.00
2022.09.27 12:38,-158.40,-170.45,-383.22,17.65,20.64,109365.00
2022.09.27 12:39,-158.80,-170.50,-380.24,16.81,20.36,109360.00
2022.09.27 12:40,-161.34,-164.70,-381.72,10.19,13.20,109275.00
2022.09.27 12:41,-162.17,-163.38,-376.13,10.62,11.54,109260.00
2022.09.27 12:42,-146.30,-160.01,-343.26,47.27,28.70,109355.00
2022.09.27 12:43,-146.21,-158.39,-336.59,46.67,36.82,109300.00
2022.09.27 12:44,-139.01,-155.28,-317.00,43.00,42.96,109310.00
2022.09.27 12:45,-136.56,-152.58,-292.47,36.17,40.90,109285.00
2022.09.27 12:46,-118.09,-146.93,-250.84,67.37,52.85,109380.00
2022.09.27 12:47,-108.61,-141.39,-228.57,84.38,68.29,109375.00
2022.09.27 12:48,-101.44,-134.86,-197.51,78.26,75.62,109360.00
2022.09.27 12:49,-95.85,-127.50,-168.76,63.04,73.01,109345.00
2022.09.27 12:50,-88.74,-120.09,-147.38,52.50,63.80,109350.00
2022.09.27 12:51,-81.77,-112.30,-127.66,52.05,57.79,109355.00
2022.09.27 12:52,-85.90,-106.35,-126.75,19.23,37.77,109285.00
2022.09.27 12:53,-93.37,-101.59,-146.85,20.93,28.13,109215.00
2022.09.27 12:54,-105.80,-99.68,-172.01,15.12,18.77,109130.00
2022.09.27 12:55,-130.85,-102.43,-226.72,4.33,10.22,108980.00
2022.09.27 12:56,-124.06,-101.67,-221.60,12.82,13.05,109065.00
2022.09.27 12:57,-120.87,-105.29,-249.34,40.65,25.37,109120.00
2022.09.27 12:58,-120.87,-105.29,-251.90,40.65,25.37,109115.00
2022.09.27 12:59,-123.91,-112.45,-247.10,48.95,45.86,109050.00
2022.09.27 13:00,-135.16,-118.52,-256.29,22.96,36.71,108960.00
2022.09.27 13:01,-158.02,-127.24,-304.97,8.51,22.03,108810.00
2022.09.27 13:02,-163.25,-134.21,-337.04,8.57,12.18,108825.00
2022.09.27 13:03,-170.05,-140.19,-381.49,11.17,9.99,108795.00
2022.09.27 13:04,-155.93,-142.76,-374.63,38.89,23.32,108910.00
2022.09.27 13:05,-149.95,-142.09,-367.38,46.20,25.75,108985.00
2022.09.27 13:06,-131.91,-145.28,-293.50,85.06,67.88,108970.00
2022.09.27 13:07,-129.11,-144.97,-288.38,87.90,68.83,109005.00
2022.09.27 13:08,-110.32,-142.26,-191.35,84.73,85.99,108995.00
